"ID";"cf_name";"cf_place_name";"cf_custom_place_name";"cf_custom_x_coordinate";"cf_custom_y_coordinate";"cf_custom_region_vague";"cf_excavation_name";"cf_excavation";"cf_excavation_start";"cf_excavation_end";"cf_single_find";"cf_hoard";"cf_start_year";"cf_end_year";"cf_vague";"cf_num_coins_found";"cf_id_relevant_coins";"cf_publication_ref";"cf_user";"cf_comment";"cf_date_entered";"Region";"Tag_ID";"Dataset_IDs"
14630;"CONIMBRIGA 1967-1968 (CHRE-4406)";;;40,099;-8,4947;;;0;1967;1968;0;1;270;395;0;325;"CHRE-4406";"//  Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no 33; p. 319-323; Guest, P. - 1994 - A Comparative Study of Coin Hoards from the Western Roman Empire; Hobbs, R. - 2006 - Late Roman precious metal deposits, c. AD 200-700 : changes over time and space: no. 1496; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 491-494; no. 347; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 174";"CHRE";;"10/23/2022";"Portugal";;4
14680;"MONTE DA LAPEIRA (CHRE-17675)";;;41,0743;-8,2677;;;0;1967;1967;0;1;138;325;0;16;"CHRE-17675";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 360-361; no. 259; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 52; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 103; Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega";"CHRE";"//  Discovery comment: During the building of a new church.//  Archaeology site comment: Possible a necropolis.";"10/23/2022";"Portugal";;4
14681;"BARCELONA 1970 (CHRE-17747)";;;41,38211514;2,17701929;;;0;1970;1970;0;1;336;383;0;56;"CHRE-17747";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 406-407; no. 287; Mateu y Llopis, F. - 1970 - Evocación del Imperio Constantiniano. En torno del hallazgo de pequeños bronces en las excavaciones arqueológicas de la plaza de San Miguel de Barcelona: 59-70; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 8; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 231-234; 303; Marot Salsas, T. - 1994 - El significado cronológico de las imitaciones bajo-imperiales: estudio de un tesorillo hallado en Barcelona: 381-399; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 88; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 4";"CHRE";"Find spot comment: Close to the forum";"10/23/2022";"Spain";;4
14682;"BALBOA B (CHRE-17766)";;;42,7078;-6,9216;;;0;1960;1970;0;1;330;395;0;46;"CHRE-17766";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 425-426; no. 299; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 24; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 82; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 274-275; 333; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 149; Fernández Manzano, J. and Sáez Sáiz, I. - 1982 - Una muestra del tesorillo de pequeños bronces del siglo IV de Villarino (León): 87-104; Abad Varela, M. E. - 1999 - Un conjunto de monedas para añadir al depósito de Balboa: 1-20";"CHRE";"Find spot comment: 2 km on the local road between Balboa del Bierzo and Villariños";"10/23/2022";"Spain";;4
14683;"GUADIX - AREA (CHRE-17778)";;;37,30108486;-3,13629147;;;0;1970;1970;0;1;269;383;0;192;"CHRE-17778";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 441-443; no. 313; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 251-254; 315-317; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 208; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 41; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 706-716; Hueso Pérez, A. - 1982 - Un tesorillo del siglo IV d. de C. procedente de zona accitana: 111-165";"CHRE";"//  Archaeology site comment: Based on numerous tiles, it has been presumed the pressence of a late Roman period villa.";"10/23/2022";"Spain";;4
14684;"BALBOA A (CHRE-17782)";;;42,7078;-6,9216;;;0;1960;1970;0;1;260;395;0;3150;"CHRE-17782";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 448-451; no. 318; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 24; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 272-274; 330-332; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 14; Isla Bolaño, E. - 1982 - Un tesorillo del siglo IV hallado en Balboa del Bierzo: 29-32";"CHRE";"Find spot comment: At the place La Hermide, located in the extreme northwest of the province of León, two km of the local road between Balboa del Bierzo and Villariños.";"10/23/2022";"Spain";;4
14685;"CHÃO BARROSO (CHRE-17812)";;;38,95652696;-8,57790668;;;0;1970;1970;0;1;268;408;0;443;"CHRE-17812";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 343; Teles, J.M.R. - 1974 - Outro achado de moedas romanas em Coruche: 81-87; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 41; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 433-434; 465; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 186";"CHRE";"//  Discovery comment: while building a fence";"10/23/2022";"Portugal";;4
14686;"CONIMBRIGA 1968 (CHRE-17815)";;;40,099;-8,4947;;;0;1968;1968;0;1;337;395;0;24;"CHRE-17815";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 348; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 35; p. 327-328; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 17; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 435-436; 466; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 175; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 28";"CHRE";;"10/23/2022";"Portugal";;4
14687;"TRÓIA 1966 (CHRE-17856)";;;38,4863;-8,8844;;;0;1966;1966;0;1;268;395;0;501;"CHRE-17856";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 395; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 24; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 45; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 428-429; 458-459; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 187; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 35";"CHRE";"//  Discovery comment: While reviewing the old finds from the museum, they came a cross an old ceramic vessel with the coins still in.";"10/23/2022";"Portugal";;4
14688;"ESTEPONA (CHRE-17882)";;;36,42517325;-5,15032389;;;0;1966;1966;0;1;364;423;0;165000;"CHRE-17882";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 609; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 134; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 731";"CHRE";;"10/23/2022";"Spain";;4
14689;"CALDES DE MONTBUI (CHRE-17993)";;;41,63174263;2,16849218;;;0;1967;1967;0;1;402;406;0;1;"CHRE-17993";"//  Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: no. 36";"CHRE";;"10/23/2022";"Spain";;4
14694;"GRANADA 1961 (CHRE-4419)";;;37,177;-3,599;;;0;1961;1961;0;1;395;423;0;8;"CHRE-4419";"//  Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: 159 no. 90; Bost, J-P., Campo, M., Colls, D., Guerrero, V., and Mayet, F. - 1992 - L&#039;épave Cabrera III (Majorque). Échanges commerciaux et circuits monétaires au milieu du IIIe siècle après Jésus-Christ: 51, no. 90; RIC: X, xcix; Bland, R. - 1997 - Changing patterns of hoards of precious metal coins in the late Empire: table 4, no. 129; Hobbs, R. - 2006 - Late Roman precious metal deposits, c. AD 200-700 : changes over time and space: no. 1509; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 778; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 610";"CHRE";;"10/23/2022";"Spain";;4
14744;"POLLENTIA 1959-1961 (CHRE-17478)";;;39,87827111;3,01651693;;;0;1959;1961;0;1;324;395;0;73;"CHRE-17478";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 553-554; no. 386; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 285-286; 342; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 27; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 285-286; 342; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 23";"CHRE";"//  Archaeology site comment: In the ""House of the Two Hoards"".";"10/23/2022";"Spain";;4
14745;"EL BIERZO - AREA (CHRE-17661)";;;42,64120601;-6,65835402;;;0;1960;1965;0;1;318;325;0;20;"CHRE-17661";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 347; no. 247; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 2; Abad Varela, M. E. - 1995 - Depósito monetario del siglo IV d.C. procedente del Bierzo (León): 263-278";"CHRE";"Find spot comment: El Bierzo is a traditional local region. The crosshair is placed in the center of the region.//  Rating comment: 20 coins";"10/23/2022";"Spain";;4
14746;"CASTRO DE SANTA TECLA 1962 (CHRE-17666)";;;41,893;-8,8698;;;0;1962;1962;0;1;335;361;0;0;"CHRE-17666";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 353; no. 252; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 94; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 237-238";"CHRE";;"10/23/2022";"Spain";;4
14747;"TRÓIA 1961 (CHRE-17682)";;;38,4863;-8,8844;;;0;1961;1961;0;1;330;361;0;1522;"CHRE-17682";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 370-371; no. 269; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 8; Nunes, M. L. R. de A. - 1973 - Tesouro romano do séc. IV de Tróia de Setúbal";"CHRE";;"10/23/2022";"Portugal";;4
14748;"CONIMBRIGA 1965 2 (CHRE-17816)";;;40,09887899;-8,49018586;;;0;1965;1965;0;1;337;408;0;14;"CHRE-17816";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 349; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 35bis; p. 328-329; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 18; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 440-442; 471-472; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 176";"CHRE";"//  Archaeology site comment: In a destruction layer, north of the southern baths.";"10/23/2022";"Portugal";;4
14749;"CUEVA DEL PELICIEGO (CHRE-17823)";;;38,52939764;-1,32919012;;;0;1965;1965;0;1;347;395;0;42;"CHRE-17823";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 356; Lechuga Galindo, M. - 1985 - Numismática tardorromana en la Región de Murcia. I. Ocultaciones y conjuntos monetarios: 202-205; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 31; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 281-282; 337-338; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no.  124";"CHRE";;"10/23/2022";"Spain";;4
14750;"CUEVA DE SOLACUEVA (CHRE-17825)";;;42,88542971;-2,91771767;;;0;1962;1962;0;1;337;395;0;49;"CHRE-17825";"//  Barandiarán Maestu, I. - 1971 - Monedas romanas de Solacueva (Jócano, Alava): 175-201; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 358; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 276-279; 334-335; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 137";"CHRE";;"10/23/2022";"Spain";;4
14751;"GARCIAZ (CHRE-17831)";;;39,41231388;-5,62787776;;;0;1964;1964;0;1;-300;395;0;1640;"CHRE-17831";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 366; Callejo Serrano, C. - 1966 - Los bronces romanos de Garciaz: 291-330; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 7; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 11; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 258-260; 320-321; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 198; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 30";"CHRE";"Find spot comment: At the place ""Fuente Fria""";"10/23/2022";"Spain";;4
14752;"TARIFA (CHRE-17851)";;;36,0616;-5,6584;;;0;1963;1963;0;1;350;395;0;132;"CHRE-17851";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: no. 390; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 1; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 264-266; 323; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 207; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 42; Gil Fernández, R. - 2001 - Depósitos, conjuntos y realidades monetarias de la Bética en el bajo imperio: 597-607; Nony, D. - 1967 - Un trésor monétaire du Bas-Empire à Tarifa (Cádiz): 94-114";"CHRE";"Find spot comment: Los Algarbes, near Valdevaqueros.";"10/23/2022";"Spain";;4
14753;"PALMEIRA (CHRE-17902)";;;41,59516813;-8,43479639;;;0;1962;1962;0;1;222;423;0;4000;"CHRE-17902";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 614-615; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 72; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 55; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 167; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 10";"CHRE";;"10/23/2022";"Portugal";;4
14754;"GRANOLLERS (CHRE-18022)";;;41,60604906;2,28706285;;;0;1965;1965;0;1;404;408;0;1;"CHRE-18022";"//  Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: no. 93";"CHRE";;"10/23/2022";"Spain";;4
14767;"SAN MIGUEL DE DEIRO (CHRE-4351)";;;42,541;-8,81;;;0;1954;1954;0;1;383;388;0;3;"CHRE-4351";"//  Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: 167; no. 142; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 439-440; no. 311; Bost, J-P., Campo, M., Colls, D., Guerrero, V., and Mayet, F. - 1992 - L&#039;épave Cabrera III (Majorque). Échanges commerciaux et circuits monétaires au milieu du IIIe siècle après Jésus-Christ: 58; no. 142; Bland, R. - 1997 - Changing patterns of hoards of precious metal coins in the late Empire: table 4, no. 127; Hobbs, R. - 2006 - Late Roman precious metal deposits, c. AD 200-700 : changes over time and space: no. 1441; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 108";"CHRE";"//  Discovery comment: In an orchard of a house in the parish of San Miguel de Deiro.";"10/23/2022";"Spain";;4
14771;"SOLANA DEL PINO (CHRE-4530)";;;38,4659372;-4,0736978;;;0;1960;1960;0;1;395;423;0;3;"CHRE-4530";"//  Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: 169; no. 159; Bost, J-P., Campo, M., Colls, D., Guerrero, V., and Mayet, F. - 1992 - L&#039;épave Cabrera III (Majorque). Échanges commerciaux et circuits monétaires au milieu du IIIe siècle après Jésus-Christ: 61; no.159; RIC: X, cxii; Bland, R. - 1997 - Changing patterns of hoards of precious metal coins in the late Empire: table 4, no. 132; Hobbs, R. - 2006 - Late Roman precious metal deposits, c. AD 200-700 : changes over time and space: no. 1620; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 616-617; Bost, J.-P., Campo, M., Gurt E. and Josep M. - 1983 - Hallazgos de aurei y solidi en la Península Ibérica: introducción a su circulación en la época imperial: 169; no. 159";"CHRE";"//  Archaeology site comment: Found 1 km from the mine Diogenes, during construction work.";"10/23/2022";"Spain";;4
14841;"MONTE MOZINHO 1954 (CHRE-17657)";;;41,1466;-8,3111;;;0;1954;1954;0;1;298;361;0;29;"CHRE-17657";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 362-363; no. 261; Mateu y Llopis, F. - 1947 - Hallazgos monetarios (V): no. 270; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 55/56; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: no. 419-420; 452-453; Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega: no. 21; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 3";"CHRE";;"10/23/2022";"Portugal";;4
14842;"MONTE MOZINHO 1952 (CHRE-17658)";;;41,1467;-8,3111;;;0;1952;1952;0;1;260;408;0;125;"CHRE-17658";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 396-397; no. 279; de Castro Hipólito, M. - 1961 - Dos tesouros de monedas romanas en Portugal: no. 55; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 54; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 424-426 and 455-457; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 169; no. 230; Pinto, J.M.S.M. - 2007 - Tesouros Monetários Baixo-Imperiais Entre Douro, Ave e Tâmega: no. 22";"CHRE";;"10/23/2022";"Portugal";;4
14843;"CALDAS DE REIS 1952 (CHRE-17663)";;;42,6049847;-8,64500195;;;0;1952;1952;0;1;268;361;0;62;"CHRE-17663";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 348-349; no. 249; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 113; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 97; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 236-237; 304-305; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 81";"CHRE";;"10/23/2022";"Spain";;4
14844;"TROINO (CHRE-17689)";;;38,5237;-8,8996;;;0;1957;1957;0;1;-200;363;0;18181;"CHRE-17689";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 378-380; no.; de Castro Hipólito, M. - 1961 - Dos tesouros de monedas romanas en Portugal: no. 118; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 24 = no. 25; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): 357-361; no. 106; Sienes Hernando, M. - 2000 - As imitações de moedas de bronze do século IV d.C. na Península Ibérica. O caso do AE2 Reparatio Reipub: no. 9; de Carvalho Fernandes, J.A. - 1975 - Tesouro monetário romano da área urbana de Setúbal";"CHRE";"//  Discovery comment: During sanitation works.//  Rating comment: 10,625 catalogued by Fernandes 1975";"10/23/2022";"Portugal";;4
14845;"VALINHO (CHRE-17690)";;;41,23269876;-7,9878179;;;0;1955;1955;0;1;72;361;0;74;"CHRE-17690";"//  Centeno, R.M.S. - 1990 - Um conjunto de moedas romanas de Valinho (Bostelo, Amarante): Tesouro ou depósito funerário?: 21-30; Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania";"CHRE";"Find spot comment: On the property of Alfredo Pereira.";"10/23/2022";"Portugal";;4
14846;"BARROCO (CHRE-17691)";;;41,67445947;-8,44984939;;;0;1958;1958;0;1;294;337;0;2000;"CHRE-17691";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 382; de Castro Hipólito, M. - 1961 - Dos tesouros de monedas romanas en Portugal: no. 9; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 71; Cepeda Ocampo, J.J. - 1988 - Tesorillos monetarios en el norte y noroeste de la Península Ibérica entre la segunda mitad del siglo IV y la primera mitad del V d.C.: no. 11; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 219; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 23";"CHRE";;"10/23/2022";"Portugal";;4
14847;"CAMPAÑÓ (CHRE-17716)";;;42,46398444;-8,66398973;;;0;1956;1956;0;1;306;361;0;0;"CHRE-17716";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 388; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 105";"CHRE";"//  Discovery comment: Under the pavement of the church San Pedro de Campañó.";"10/23/2022";"Spain";;4
14848;"LA ALCUDIA 1955 (CHRE-17727)";;;38,2391;-0,6956;;;0;1955;1955;0;1;307;361;0;23;"CHRE-17727";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 390";"CHRE";;"10/23/2022";"Spain";;4
14849;"CASTRO DE A PENEDA (CHRE-17750)";;;42,32686748;-8,59033257;;;0;1952;1952;0;1;268;392;0;20;"CHRE-17750";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 411-412; no. 290; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 79; Cepeda Ocampo, J.J. - 1988 - Tesorillos monetarios en el norte y noroeste de la Península Ibérica entre la segunda mitad del siglo IV y la primera mitad del V d.C.: no. 34; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 39; San Vicente González de Aspuru, J.I. - 1999 - Circulación monetaria en Hispania durante el siglo IV d.C.: 245-246; 312-313; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 162; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 97";"CHRE";;"10/23/2022";"Spain";;4
14850;"PENICES (CHRE-17761)";;;41,4147;-8,6092;;;0;1959;1959;0;1;306;392;0;200;"CHRE-17761";"//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 423; de Castro Hipólito, M. - 1961 - Dos tesouros de monedas romanas en Portugal: no. 20; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 64; Cepeda Ocampo, J.J. - 1988 - Tesorillos monetarios en el norte y noroeste de la Península Ibérica entre la segunda mitad del siglo IV y la primera mitad del V d.C.: no. 8; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 223; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 106; Vila Franco, M.I. - 2016 - Moneda Antigua y Vías Romanas en el Noroeste de Hispania: no. 18";"CHRE";;"10/23/2022";"Portugal";;4
